Video Id,Title,Description
Nk2irWrhA7Y,How to change front shocks on a Jeep Wrangler YJ,"The shocks themselves are cheap on Amazon:
http://www.amazon.com/gp/product/B00192QT12/ref=as_li_ss_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=B00192QT12&linkCode=as2&tag=three04-20

Super simple project that anyone can do.  Plan on taking about an hour for the whole project. The top bolt is a 14mm and the bottom bolt is a 19mm.  

The Shock boots (if you need them) Can be found here:
http://www.amazon.com/mn/search/?_encoding=UTF8&camp=1789&creative=390957&h=37b51b651d47d5d3d1fa7a75619b9555b6491b4e&keywords=shock%20boot&linkCode=ur2&qid=1346657746&rh=n%3A15684181%2Ck%3Ashock%20boot&scn=15684181&tag=three04-20

And the cool ratcheting wrench is here:
http://www.amazon.com/gp/product/B002SIS0TU/ref=as_li_ss_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=B002SIS0TU&linkCode=as2&tag=three04-20

Let me know if any of the link stop working.

------------------------------ If I helped you out today, you can return the favor by following me! ------------------------------
Instagram: http://instagram.com/zacksjerryrig
Facebook: https://www.facebook.com/JerryRigEverything
Twitter: https://twitter.com/ZacksJerryRig
Pinterest: http://www.pinterest.com/ZacksJerryRig/
GooglePlus: https://plus.google.com/u/0/+JerryRigEverything/posts
-------------------------------------------------------------------------------------------------------------------------------------------------------------


JerryRigEverything assumes no liability for property damage or injury incurred as a result of any of the information contained in this video. JerryRigEverything recommends safe practices when working with power tools, automotive lifts, lifting tools, jack stands, electrical equipment, blunt instruments, chemicals, lubricants, expensive electronics, or any other tools or equipment seen or implied in this video.  Due to factors beyond the control of JerryRigEverything, no information contained in this video shall create any express or implied warranty or guarantee of any particular result.  Any injury, damage or loss that may result from improper use of these tools, equipment, or the information contained in this video is the sole responsibility of the user and not JerryRigEverything. Only attempt your own repairs if you can accept personal responsibility for the results, whether they are good or bad."
yVYcSts0Tdw,Porretta 44T Crane Lorry With Fly Jib,"S. Porretta and Sons Ltd, 44T draw bar lorry with 65T metre crane with fly jib, for additional pictures visit http://www.porretta.co.uk/gallery/"
dOGo3cIbytY,Lexus is200 Snow Fun,Lexus is200 drift
rjLx4p89JSU,My F250 Super Duty Flexin 16 Ten inch Kicker Subs,Just another demo for the kids. 148.7 on music. Two 2500.1 Kicker ZX class amps. Three Batteries. Stock Alternator.
_hLWloErjg0,My 1936 Chevy Pickup - Part 10,Well I've finally got her down to the frame! Now we proceed with engine rebuilding and frame restoration.
PrIIPivHDwU,TNT Bowling Green 1989 Part Two,"The Renegades TNT Monster Truck Challenge from the Wood County Fairgrounds in Bowling Green, Ohio on Trucks and Tractor Power. A new entrant has all of the fans and the competition talking.

Hosted by: Stan Rhoads, Rich Hooser, and Mike Goss"
9Udqrqcdz-Y,2003 Toyota Tacoma PreRunner Double Cab V6 TRD SR5 2WD,"Broad Auto Sales
1155-1161 Broad Street 
Newark, New Jersey 07114
Telephone: 973-242-2555
http://www.broadautosales.com"
mROV8lwUqrQ,WGI Porsche 993 Cup onboard qualifying,A lap of Watkins Glen Intl from onboard out powered Porsche 993 Cup catching draft behind 997 Cup cars to qualify P1 in class. Driven by ChrisCastagna
hTemHfgoSGM,Stijne's Z750 with double akrapovic exhausts,My Z750 wit double akrapovics
x_zk7eRWHCg,D12E-655 SY2, 
akOiAVH7Wlo,Porsche 911 Turbo S - Fahrbericht,"http://www.facebook.com/autobild
http://www.google.com/+AUTOBILD
http://www.twitter.com/autobildonline

Porsche macht Druck: Der neue 991 Turbo soll nicht weniger als der beste 911 aller Zeiten sein. AUTO BILD ist den Sportler bereits gefahren."
GbEXHTuR1cY,"CORVETTE ZR1,C4,C5,C6,C7 crash","CORVETTE ZR1,C4,C5,C6,C7"
nakD_LWzNO0,AUTO UNION DKW,DIV DKW FILPJES
rEi-DdrC3Oo,natureFridge cryogenic refrigeration system,"natureFridge is the most efficient, emission free, silent running cryogenic refrigeration system for trucks and trailers. The components of the system can be grouped into five subsystems: Supply, Control, Cooling, Safety and Power.
The natureFridge system works by releasing vaporized nitrogen into the load area from an under slung tank  with a capacity of up to 1000-litres. The nitrogen goes through an expansion chamber that transforms the liquid into a gas that is then released into the freezer truck or trailer as an almost invisible vapor.
The natureFridge has virtually no moving parts, therefore it is almost maintenance free, thus reducing maintenance costs and downtime.
For more information visit our web-site: http://www.naturefridge.com"
DWRvxhWA5ho,Predator 62 - Sunseeker,"http://www.jbys.com/sunseeker-hompage/

Sunseeker Predator 62 Yacht for sale at JBYS. For all your Sunseeker yacht needs go to Jefferson Beach Yacht Sales. With the biggest inventory of all new and used Sunseeker yachts we are sure to have what you are looking for."
lp3ZJ5ZLmLI,Offroadterror Jeep JK WTI berceto Italy in river 30 & 31 okt 2010,sunday task in river
gJGWsg9hmIo,"Svitzer Tugs on the Thames, July 2011","This is a video I have created of tugs operating on the River Thames near Gravesend in England and servicing cargo ships arriving at Tilbury.

Once again I have used royalty-free music from Danosongs."
T4ldUzRt3sc,Crewe station 2001,A couple of loco hauled services in Crewe during 2001
11sLRmzr_fQ,"Wakesurfing - 2014 Axis A20 with Surfgate - Clear Lake, Orlando - GoPro Edit","WATCH IN HD!!!!!!

Here's the initial intro and footage I shot of an early 2014 Axis A20 with Surfgate

This was filmed on Clear Lake, Orlando with a GoPro Hero 3.

Cobe Mikacich and Jeff Langley stopped by to take a quick set!

No more leaning the boat over to the rub rail, simply add weight evenly to both sides, switch Surfgate to the riders preference, and drive in a straight line!!! 

The boat was loaded with the factory ballast, two 750lb stern PNP bags, the 950 lb bow PNP bag, the auto set wedge deployed, and four people in the boat.

@michaelfordd


I do not own the rights to this soundtrack."
mBguy2uh5jg,2012 Chevrolet Sonic - Drive Time Review with Steve Hammes | TestDriveNow,"Drive Time review of the all-new Chevrolet Sonic 5-door LTZ by auto critic Steve Hammes



Click to Subscribe! http://bit.ly/subTestDriveNow
Check out my SUV and Crossovers playlist! http://bit.ly/SUVandCrossovers

Like my Facebook: https://www.facebook.com/testdrivenow/
Browse my website: http://testdrivenow.com/
Follow me on Twitter: https://twitter.com/DriveTimeVideos

About TestDriveNow:
Welcome to TestDriveNow official YouTube channel! I deliver trusted, top-rated popular car reviews on cars like the Honda Accord, Audi s5, Dodge Durango, Subaru Crosstrek and more! TestDriveNow.com features Drive Time with Steve Hammes offering video program segments showcasing the newest vehicles and industry innovations coming to market.

2012 Chevrolet Sonic - Drive Time Review with Steve Hammes | TestDriveNow
https://www.youtube.com/watch?v=mBguy2uh5jg

TestDriveNow
http://www.youtube.com/stevehammes"
x-OePtJOiSI,#115 Black Mamba Racing CODE RR275,Black Mamba Racing @ CODE Race Ready 275 2012.
0xbcD-SxLJ8,2008 Dodge Avenger SXT Demo of special features,"http://www.scotiamotors.com/  A short video showing some of the interior features on this Dodge Avenger being offered by Scotia Motors including GPS Navigation, Remote Start, Heated Seats, Touch-Screen Radio and More!  Family Owned and operated since 1946 and conveniently located in the Village of Scotia, Town of Glenville and minutes from Albany, Schenectady and Saratoga."
Pugx62FnvY4,Hamann Ferrari 360 Modena,"Matte black Haman Ferrari 360 Modena at Cars and Coffee of Raleigh, NC"
9eO7OjimogI,HONDA XL 600, 
4hB9070iqtE,North vs South 2011 Track X,A quick overview of the Track for the North vs. South event coming up on September 10th at Dennis Anderson's Muddy Motorsports Park.  Please visit the website for more details!!! www.dammpark.com
apiB8IBGPgk,"BMW S1000RR around Killarney with Ronald ""The Red Baron #68"" Slamet. On board cam.","Ride on board with Raceweb SpeedStar ambassador Ronald ""The Red Baron #68"" Slamet on his BMW S1000RR superbike at the Cape Town leg of WesBank Super Series during the opening lap. 22 September 2012.

Video by RACEWEB.CO.ZA Online Magazine. LOG ON! www.raceweb.co.za"
9L71RqtWEIc,'Heatshot' from NVD.ie,Cian Royston from NVD shows off a gadget that I'm sure will do really well this winter. The heatshot is only available from NVD.ie and will set you back 250 Euro supplied and fitted.
TVrd9P8zWlw,Radical Race Car Running On Bruichladdich Islay Whisky 3,"Tim Greaves' Le Mans finishing race car running on bruichladdich X4 islay single malt whisky, the worlds only four times distilled whisky! THE CAR HAD NOT BEEN MODIFIED IN ANY WAY! This event was also being filmed by the BBC for ""Oz and James' Big Wine Adventure"" James May was driving the car and Oz was in the passengers seat. James couldnt hear what the people were saying because it was quite windy lol."
3eaXSYXxED0,99 civic ebay exhaust fly by/Rev,99 civic ebay axle back exhaust and AEM short ram intake! Car sounds amazing and deep in person. no camera can capture the sound that you can hear from your own ears!
YHEDwIq7EVk,INSANE ROCK BOUNCING ACTION,"Follow us on Facebook at https://www.facebook.com/MadRam11
Check it Out: http://madram11productions.com/mr11store/

These Guys and Girl brought there A game at the Hawk Pride Hill Climb. They were all Hammering down trying to be the fastest up the hill.  Richie Keith in the John Deere Buggy was the Winner of the 1k Cash Prize!

Click Here for MADRAM11 HERO Shirts
http://madram11productions.com/"
e5dYs5glM8U,2010 Volvo XC60 Exclusive | Comprehensive Review | Autocar India,"Facebook: www.facebook.com/autocarindiamag

Twitter: @autocarindiamag"
bHX5l2DAxjY,1978 Arctic Cat Jag 3000 First Start,"Barn find, paid 375 for the machine, has spark and compression so it should start."
G-boUhujmF8,yamaha trimoto carb demonstration,a demonstration what a carb looks like.. .... well some of the workings...
5okkP_Vkyyk,Custom Model Car's ( By; RTWO),Recustomizing DUB Car's.
frek-vemg8s,Lego V8 Engine,"Toyota faces trouble after accusations surface over hidden data related to SUV rollovers. We uncover the secret to the Porsche Cayennes unique hybrid system. A sneak-peek at future Dodge product vis-a-vis Fiat. All that and more, plus our first look at the Hyundai Equus."
gVcvSdUrYeU,Halloween Havoc Truck Wipeout 2013,"Truck Wipeout at Halloween Havoc in Ogden, Ut Oct. 5, 2013.  Sweet rollover at the end!!"
xJ3Rojcf3CE,Buses Farewell 2009,"A video to say farewell and apreciate they buses that will be leaving us in 2009.

Most Photos I do not own and do not claim to own, copyright to original owner.
Music by EMI"
jzi3pysPcTE,Lada Niva 1.6 (1992),old but nice one... never stucks !!!
ZXMn7WxTKMA,tangail dance (Maruf Rahman Masud)2,"masud_vill:kazibari, p.o:bolla bazar, p.s:kalihati,tangail"
BAGTjMWyLgw,volkswagen bora,First try
TXTnfCVoDmI,E50 and A300 Loading Big Rock Into Truck,"Loading a big rock in to our International 4300 dump truck using the Bobcat A300, and E50. I'm guessing the rock weighed around 7000lbs. I am in the E50 and my co-worker is in the A300.

Like what you see? Check out The Dirt Ninja on Facebook here: https://www.facebook.com/TheDirtNINJA"
6RkGfMb6_b8,2013 Buick Riviera Concept: Design Story,More at http://www.carbodydesign.com/2013/07/buick-riviera-concept-design-gallery-and-videos/
XU7wJIwU6lY,SWIFT cc MIA! BETTY'S SATURDAY NIGHT HANGOUT!,FIRST SATURDAY OF THE MONTH HANGOUT AT BETTY'S BURGER! SWIFT CC MIAMI IN THE HOUSE!
PC-2UsX--cY,"2000 Ford F-350SD XLT 7.3 Powerstroke (stk# P2543A ) for sale Trend Motors Used Center Rockaway, NJ","ONE OWNER...CLEAN CARFAX!!! Snow Plow!! 4x4!! 7.3L Diesel V8!! This 2000 Ford F-350 Super Duty XLT is powered by a 7.3L Powerstroke DIESEL V8 paired to an automatic transmission. With 134K on the clock, this diesel power house is ready for years of work for its next owner. This work horse is configured with the 8' bed and extended cab with four opening doors. Other features of this bright red pickup include a snow plow with cab controls, 4x4 system with shift on the fly, AM/FM radio, power windows, AUTOMATIC transmission with overdrive, diamond plate side steps, steering wheel mounted cruise control, and a sliding rear window.

ALL cars come with the balance of the factory warranty or a standard limited warranty...ask for details!!

Trend Motors Pre-Owned Center, located at 81 US-46 West, specializes in ALL makes and models...striving to bring you the best of the best as far as pre-owned vehicles go...all at affordable pricing with excellent customer service.

Come visit us in beautiful Rockaway, NJ to see our ever-changing inventory in the metal. We're located less than an hour from New York City and right around the corner from Morristown. Call today to schedule a one-on-one appointment with a qualified sales consultant...973-625-0900. Or view our entire inventory at www.trendmotorsvw.com today. Also, make sure to LIKE us on Facebook @facebook.com/TrendMotorsVW for added incentives!"
_zSgfbKJlgg,Mustang Medic Channel Introduction,"http://www.youtube.com/mustangmedicdotcom
Click the above link ans subscribe!"
XIXb78aXta4,ford sterling   www.barrychintrucksandparts.com,"Walk around video of 2000 Ford Sterling single axle. Detroit series 60 11.1 engine. ECM reads 344,000 miles. Air ride suspension, 10spd overdrive

http://www.barrychintrucksandparts.com






























http://www.floridadirectautotransport.com"
